1107200,SEYMOUR FALLS            ,BC,station not joined, Monthly total of daily adjusted snowfall, mm, Updated to December 2017
1107200,SEYMOUR FALLS            ,BC,station pas jointe, Total mensuel des chutes de neige quotidiennes ajustées, mm,  Mise à jour jusqu à décembre 2017
Year,     Jan, ,     Feb, ,     Mar, ,     Apr, ,     May, ,     Jun, ,     Jul, ,     Aug, ,     Sep, ,     Oct, ,     Nov, ,     Dec, ,  Annual, ,  Winter, ,  Spring, ,  Summer, ,  Autumn
An  ,    Janv, ,     Fév, ,    Mars, ,     Avr, ,     Mai, ,    Juin, ,    Juil, ,    Août, ,    Sept, ,     Oct, ,     Nov, ,     Déc, ,  Annuel, ,   Hiver, ,Printemp, ,     Eté, , Automne
1928,    11.3, ,     3.4, ,    10.4, ,     2.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.2, ,     9.1, ,    36.6, ,   -10.0, ,    12.6, ,     0.0, ,     0.2, ,
1929,    42.9, ,    23.3, ,     0.1, ,    33.9, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    70.2, ,   170.5, ,    75.3, ,    34.0, ,     0.0, ,     0.0, ,
1930,    33.8, ,    24.8, ,     7.9, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    22.6, ,    11.3, ,   100.4, ,   128.9, ,     7.9, ,     0.0, ,    22.6, ,
1931,     2.2, ,    20.4, ,     2.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    14.7, ,   101.6, ,   141.1, ,    33.9, ,     2.2, ,     0.0, ,    14.7, ,
1932,   101.5, ,   104.0, ,    15.8, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    46.4, ,   267.6, ,   307.1, ,    15.8, ,     0.0, ,     0.0, ,
1933,   287.3, ,   104.0, ,    23.8, ,    10.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    47.4, ,   472.6, ,   437.7, ,    33.9, ,     0.0, ,     0.0, ,
1934,    31.6, ,     0.0, ,     2.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,   137.8, ,   171.7, ,    79.0, ,     2.2, ,     0.0, ,     0.0, ,
1935,   178.6, ,     6.8, ,    63.3, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     2.2, ,     4.5, ,     0.0, ,   255.4, ,   323.2, ,    63.3, ,     0.0, ,     6.8, ,
1936,     9.0, ,   108.4, ,    41.7, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    18.0, ,   177.0, ,   117.4, ,    41.7, ,     0.0, ,     0.0, ,
1937,    78.9, ,   214.7, ,     0.0, ,     4.4, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     9.1, ,    88.2, ,   395.3, ,   311.6, ,     4.4, ,     0.0, ,     9.1, ,
1938,    11.2, ,    58.6, ,    22.5, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     6.8, ,    92.7, ,   191.8, ,   158.0, ,    22.5, ,     0.0, ,     6.8, ,
1939,    38.4, ,   108.3, ,    47.5, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,   194.2, ,   239.5, ,    47.5, ,     0.0, ,     0.0, ,
1940,    24.8, ,     9.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     2.2, ,     0.0, ,    36.0, ,    33.8, ,     0.0, ,     0.0, ,     2.2, ,
1941,     2.2, ,     4.4, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     6.8, ,    13.4, ,     6.7, ,     0.0, ,     0.0, ,     0.0, ,
1942,     2.2, ,     0.0, ,    31.7, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     2.2, ,    65.5, ,   101.6, ,     9.0, ,    31.7, ,     0.0, ,     2.2, ,
1943,   106.1, ,    64.7, ,     2.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,   173.0, ,   236.2, ,     2.2, ,     0.0, ,     0.0, ,
1944,     4.5, ,    31.6, ,     6.8, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    11.3, ,    54.2, ,    36.1, ,     6.8, ,     0.0, ,     0.0, ,
1945,     0.0, ,    13.5, ,    11.2, ,     9.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    42.8, ,     2.2, ,    78.8, ,    24.8, ,    20.3, ,     0.0, ,    42.8, ,
1946,   103.8, ,    56.4, ,     4.4, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    20.4, ,    31.6, ,   216.6, ,   162.4, ,     4.4, ,     0.0, ,    20.4, ,
1947,   115.2, ,    49.8, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     2.2, ,    15.7, ,   182.9, ,   196.5, ,     0.0, ,     0.0, ,     2.2, ,
1948,    13.4, ,   127.3, ,    36.0, ,     6.8, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    36.1, ,   250.9, ,   470.6, ,   156.4, ,    42.8, ,     0.0, ,    36.1, ,
1949,    27.1, ,   246.4, ,     9.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    92.6, ,   375.2, ,   524.5, ,     9.0, ,     0.0, ,     0.0, ,
1950,   185.3, ,    33.8, ,    13.4, ,     2.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    11.3, ,     6.8, ,   252.8, ,   311.7, ,    15.6, ,     0.0, ,    11.3, ,
1951,   110.6, ,    49.6, ,   101.7, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,   122.1, ,   384.1, ,   167.0, ,   101.7, ,     0.0, ,     0.0, ,
1952,   196.7, ,     9.0, ,    29.4, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     6.7, ,   241.7, ,   327.7, ,    29.4, ,     0.0, ,     0.0, ,
1953,     9.0, ,    20.3, ,    13.5, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     6.7, ,    49.4, ,    35.9, ,    13.5, ,     0.0, ,     0.0, ,
1954,   153.7, ,    15.8, ,     4.4, ,     4.4, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    24.8, ,   203.2, ,   176.2, ,     8.9, ,     0.0, ,     0.0, ,
1955,    27.0, ,    76.9, ,    63.3, ,    20.3, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    78.0, ,    27.1, ,   292.7, ,   128.8, ,    83.5, ,     0.0, ,    78.0, ,
1956,    14.7, ,   134.8, ,    70.7, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    13.5, ,     2.9, ,    17.9, ,   254.5, ,   176.7, ,    70.7, ,     0.0, ,    16.4, ,
1957,    73.8, ,    39.3, ,     6.6, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    24.4, ,   144.1, ,   131.0, ,     6.6, ,     0.0, ,     0.0, ,
1958,     3.3, ,     0.0, ,    10.6, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    21.4, ,    24.5, ,    59.8, ,    27.8, ,    10.6, ,     0.0, ,    21.4, ,
1959,    20.8, ,    16.5, ,     3.4, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, , -9999.9,M, -9999.9,M,    13.4, , -9999.9,M,    61.8, ,     3.4, ,     0.0, , -9999.9,M,
1960,    86.9, ,     0.2, ,    66.8, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     9.0, ,     6.3, ,   169.3, ,   100.5, ,    66.8, ,     0.0, ,     9.0, ,
1961,     5.2, ,    33.5, ,    20.5, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    28.8, ,    79.8, ,   167.8, ,    45.0, ,    20.5, ,     0.0, ,    28.8, ,
1962,    65.0, ,     0.5, ,    31.5, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    22.6, ,    24.7, ,   144.3, ,   145.3, ,    31.5, ,     0.0, ,    22.6, ,
1963,     1.3, ,     0.0, ,    20.7, ,     0.0, ,     0.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.1, ,    18.1, ,     0.0, ,    40.3, ,    25.9, ,    20.8, ,     0.0, ,    18.2, ,
1964,   108.8, ,    57.0, ,    38.0, ,     5.7, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, , -9999.9,M,   216.6, , -9999.9,M,   165.8, ,    43.7, ,     0.0, , -9999.9,M,
1965,   161.9, ,    21.8, ,     7.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,   126.7, ,   317.5, ,   400.2, ,     7.1, ,     0.0, ,     0.0, ,
1966,   138.0, ,    42.1, ,    49.9, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     1.8, ,    26.3, ,   258.1, ,   306.8, ,    49.9, ,     0.0, ,     1.8, ,
