6092925,GORE BAY                 ,ON,station joined    , Monthly total of daily adjusted snowfall, mm, Updated to December 2017
6092925,GORE BAY                 ,ON,station jointe    , Total mensuel des chutes de neige quotidiennes ajustées, mm,  Mise à jour jusqu à décembre 2017
Year,     Jan, ,     Feb, ,     Mar, ,     Apr, ,     May, ,     Jun, ,     Jul, ,     Aug, ,     Sep, ,     Oct, ,     Nov, ,     Dec, ,  Annual, ,  Winter, ,  Spring, ,  Summer, ,  Autumn
An  ,    Janv, ,     Fév, ,    Mars, ,     Avr, ,     Mai, ,    Juin, ,    Juil, ,    Août, ,    Sept, ,     Oct, ,     Nov, ,     Déc, ,  Annuel, ,   Hiver, ,Printemp, ,     Eté, , Automne
1916,     6.9, ,     5.8, ,    51.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, , -9999.9,M,     5.8, ,    53.5, , -9999.9,M,   -10.0, ,    51.2, ,     0.0, , -9999.9,M,
1917,    52.4, ,    21.6, ,    55.9, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    21.4, ,     8.2, ,    47.8, ,   207.4, ,   127.6, ,    55.9, ,     0.0, ,    29.6, ,
1918,    94.1, ,    24.4, ,    10.4, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    14.0, ,    32.8, ,   175.8, ,   166.3, ,    10.4, ,     0.0, ,    14.0, ,
1919,    47.8, ,    33.7, ,    32.5, ,     2.3, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     1.2, ,     8.2, ,    51.0, ,   176.7, ,   114.3, ,    34.8, ,     0.0, ,     9.3, ,
1920,    43.1, ,    24.3, ,    15.0, ,    17.5, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    13.9, ,    58.2, ,   172.1, ,   118.4, ,    32.5, ,     0.0, ,    13.9, ,
1921,    30.2, ,    32.6, ,    12.8, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    46.3, ,    72.1, ,   194.2, ,   121.1, ,    12.8, ,     0.0, ,    46.3, ,
1922,    58.3, ,    83.9, ,    28.0, ,     4.7, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     1.2, ,    20.9, ,    49.0, ,   245.9, ,   214.4, ,    32.6, ,     0.0, ,    22.1, ,
1923,    58.2, ,    53.6, ,    76.9, ,    46.6, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    13.9, ,     2.3, ,    46.7, ,   298.2, ,   160.8, ,   123.5, ,     0.0, ,    16.2, ,
1924,   102.6, ,    62.9, ,    16.3, ,     7.0, ,     1.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     9.3, , -9999.9,M, -9999.9,M,   212.1, ,    24.5, ,     0.0, ,     9.3, ,
1925,    23.3, ,    25.7, ,    23.3, ,     7.0, ,     3.0, ,     0.0, ,     0.0, , -9999.9,M,     0.0, ,    19.7, ,    23.4, ,    34.8, , -9999.9,M, -9999.9,M,    33.3, , -9999.9,M,    43.1, ,
