2101135,TUCHITUA                 ,YK,station not joined, Monthly total of daily adjusted precipitation, mm, Updated to December 2017
2101135,TUCHITUA                 ,YK,station pas jointe, Total mensuel des chutes de précipitations quotidiennes ajustées, mm, Mise à jour jusqu à décembre 2017
Year,     Jan, ,     Feb, ,     Mar, ,     Apr, ,     May, ,     Jun, ,     Jul, ,     Aug, ,     Sep, ,     Oct, ,     Nov, ,     Dec, ,  Annual, ,  Winter, ,  Spring, ,  Summer, ,  Autumn
An  ,    Janv, ,     Fév, ,    Mars, ,     Avr, ,     Mai, ,    Juin, ,    Juil, ,    Août, ,    Sept, ,     Oct, ,     Nov, ,     Déc, ,  Annuel, ,   Hiver, ,Printemp, ,     Eté, , Automne
1967,    55.9, ,    71.9, ,    38.1, ,    33.7, ,    54.6, ,    13.7, ,    54.7, ,    26.2, ,    39.6, ,    30.7, ,    46.5, ,    34.6, ,   500.4, , -9999.9,M,   126.4, ,    94.7, ,   116.8, ,
1968,    57.8, ,    46.7, ,    21.5, ,    33.6, ,     7.7, ,    82.3, ,   128.4, ,    71.6, ,    72.8, ,    73.0, ,    58.1, ,    32.5, ,   685.9, ,   139.1, ,    62.8, ,   282.3, ,   203.8, ,
1969,    17.3, ,    33.4, ,    50.7, ,    39.6, ,    11.8, ,    23.7, ,    53.3, ,    91.5, ,    64.2, ,    22.0, ,    93.9, ,    40.8, ,   542.3, ,    83.2, ,   102.1, ,   168.5, ,   180.1, ,
1970,    44.6, ,    51.3, ,    19.0, ,    27.3, ,    19.6, ,    42.7, ,    73.7, ,    53.7, ,    66.1, ,    58.2, ,    35.1, ,    68.6, ,   559.9, ,   136.7, ,    65.9, ,   170.1, ,   159.3, ,
1971,    53.2, ,    46.6, ,    30.8, ,    66.8, ,    74.8, ,    42.2, ,    17.3, ,    35.8, ,    71.8, ,    57.7, ,    75.0, ,    52.4, ,   624.4, ,   168.4, ,   172.3, ,    95.3, ,   204.6, ,
1972,    73.9, ,    53.8, ,    60.8, ,    53.5, ,    67.3, ,    68.5, ,    55.8, ,    36.0, ,    29.3, ,    53.8, ,    41.7, ,    33.2, ,   627.5, ,   180.0, ,   181.5, ,   160.4, ,   124.8, ,
1973,    75.0, ,    37.4, ,    19.4, ,    17.4, ,    46.6, ,    86.8, ,    55.7, ,    72.8, ,    38.4, ,    44.7, ,    53.1, ,    51.5, ,   598.7, ,   145.6, ,    83.4, ,   215.3, ,   136.2, ,
1974,    26.0, ,    35.5, ,    44.9, ,     7.5, ,    83.9, ,    75.7, ,    91.2, ,    38.5, ,    58.8, ,    95.7, ,    32.7, ,    83.0, ,   673.3, ,   112.9, ,   136.3, ,   205.4, ,   187.1, ,
1975,    45.5, ,    35.6, ,    43.6, ,    18.0, ,    17.9, ,    59.8, ,    55.4, ,    50.2, , -9999.9,M,    36.5, ,    19.8, ,    56.1, , -9999.9,M,   164.0, ,    79.6, ,   165.3, , -9999.9,M,
1976, -9999.9,M,    46.2, ,    24.7, ,    35.5, ,    50.1, ,    79.7, ,    82.7, ,    42.8, ,    34.4, ,    20.7, ,    20.8, ,    52.1, , -9999.9,M, -9999.9,M,   110.2, ,   205.3, ,    75.8, ,
1977,    28.8, ,    24.4, ,     9.8, ,     7.9, ,    70.0, ,    44.7, ,    63.0, ,    18.9, ,    56.6, ,    30.0, ,    49.9, ,    13.5, ,   417.6, ,   105.3, ,    87.8, ,   126.6, ,   136.5, ,
1978,    14.1, ,    13.8, ,    12.0, ,    12.1, ,    15.4, ,    21.6, ,    43.1, ,    59.7, ,    26.5, ,    56.1, ,    48.4, ,    60.9, ,   383.7, ,    41.4, ,    39.5, ,   124.5, ,   131.1, ,
1979,    30.7, ,    23.3, ,    35.4, ,    10.4, ,    26.0, ,    54.4, ,   108.2, , -9999.9,M,    20.2, ,    16.7, ,    23.9, ,    45.0, , -9999.9,M,   114.9, ,    71.9, , -9999.9,M,    60.8, ,
1980,    24.8, ,    15.9, ,    23.5, ,     6.0, ,    29.0, ,    70.8, ,   109.6, ,    36.7, ,   102.2, ,    43.2, ,    30.4, ,    40.7, ,   532.9, ,    85.8, ,    58.5, ,   217.1, ,   175.8, ,
1981,    16.8, ,    40.1, ,     0.8, ,    32.6, ,    28.1, ,    96.7, ,    40.9, ,    55.6, ,    69.8, ,    24.9, ,    54.3, ,    16.8, ,   477.3, ,    97.6, ,    61.4, ,   193.2, ,   149.0, ,
1982,    16.8, ,     8.0, ,     4.6, , -9999.9,M,    50.0, ,    39.7, ,    40.8, ,   102.0, ,    31.9, ,    28.2, ,    32.1, ,    21.6, , -9999.9,M,    41.6, , -9999.9,M,   182.5, ,    92.2, ,
1983,    55.6, ,    18.0, ,     6.9, ,    23.7, ,    30.0, ,    58.2, ,    92.5, ,    64.8, ,    56.3, ,    15.3, ,    19.3, ,     0.2, ,   440.9, ,    95.2, ,    60.6, ,   215.6, ,    90.9, ,
1984,    50.3, ,    14.8, ,     4.1, ,    21.7, ,    30.0, ,    82.8, ,    53.4, ,    67.2, ,    26.6, ,    37.8, ,    35.4, ,    35.9, ,   459.9, ,    65.3, ,    55.7, ,   203.3, ,    99.9, ,
1985,    42.2, ,    50.5, ,     8.4, ,     1.5, ,    42.1, ,    40.1, ,    45.5, ,    52.6, ,    77.0, ,    34.1, ,    12.1, ,    29.8, ,   435.8, ,   128.5, ,    52.0, ,   138.2, ,   123.2, ,
1986,    43.7, ,    10.5, ,    67.8, ,    11.9, ,    82.6, ,    25.0, ,   111.9, ,    57.2, ,    59.6, ,    37.3, ,    23.2, ,    36.2, ,   566.9, ,    83.9, ,   162.3, ,   194.1, ,   120.1, ,
